"antecedent","succedent","p_con","p_occ","p_dur","null_obs"
"(i_gaze_at_object;infant_voc;m_gaze_at)","(i_gaze_at_object;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_away;m_gaze_away)","(inf_smile;i_gaze_away;m_gaze_away)",999.0,999.0,999.0,14
"(m_gaze_at;inf_smile;i_gaze_at_object;mo_smile;infant_voc)","(m_gaze_at;inf_smile;i_gaze_at_object;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(mo_smile;m_gaze_at_object;i_gaze_at;infant_voc)","(mo_smile;m_gaze_at_object;i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;inf_smile;infant_voc)","(i_gaze_at;mo_smile;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;mother-speech)","(mo_smile;mother-speech)",1.0,0.36,1.0,25
"(mo_smile;infant_voc;m_gaze_at)","(mo_smile;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at)","(m_gaze_at;i_gaze_at)",999.0,999.0,999.0,18
"(m_gaze_away;mother-speech;mo_smile)","(m_gaze_away;mother-speech;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;m_gaze_away)","(mo_smile;inf_smile;m_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_away;i_gaze_away)","(m_gaze_away;i_gaze_away)",999.0,999.0,999.0,2
"(mother-speech;inf_smile;mo_smile;m_gaze_at_object;i_gaze_away)","(mother-speech;inf_smile;mo_smile;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;m_gaze_away)","(i_gaze_at_object;inf_smile;m_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;inf_smile;i_gaze_at)","(mother-speech;infant_voc;inf_smile;i_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_at)","(inf_smile;infant_voc;m_gaze_at)",999.0,999.0,999.0,2
"(mother-speech;infant_voc;i_gaze_at_object)","(mother-speech;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,8
"(m_gaze_away)","(m_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;i_gaze_at;m_gaze_away)","(inf_smile;mother-speech;i_gaze_at;m_gaze_away)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_at_object;m_gaze_at_object)","(infant_voc;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,4
"(infant_voc;inf_smile;mother-speech;mo_smile)","(infant_voc;inf_smile;mother-speech;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_away;mo_smile;infant_voc)","(i_gaze_away;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;i_gaze_at)","(inf_smile;i_gaze_at)",999.0,999.0,999.0,31
"(mother-speech;i_gaze_at;inf_smile;m_gaze_away)","(mother-speech;i_gaze_at;inf_smile;m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_at_object;inf_smile)","(m_gaze_at_object;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;i_gaze_at;infant_voc)","(m_gaze_at;inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile;i_gaze_at_object)","(m_gaze_at_object;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,39
"(infant_voc;inf_smile)","(infant_voc;inf_smile)",999.0,999.0,999.0,18
"(mo_smile;infant_voc)","(mo_smile;infant_voc)",0.0,0.6949152542372882,0.15254237288135594,59
"(i_gaze_away;infant_voc)","(i_gaze_away;infant_voc)",999.0,999.0,999.0,15
"(m_gaze_at_object;inf_smile;i_gaze_at;mo_smile)","(m_gaze_at_object;inf_smile;i_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at;infant_voc;m_gaze_at)","(mother-speech;i_gaze_at;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;m_gaze_away)","(inf_smile;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_away;inf_smile;mo_smile)","(i_gaze_at;m_gaze_away;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;infant_voc;i_gaze_at_object)","(inf_smile;mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;infant_voc;i_gaze_at_object)","(inf_smile;m_gaze_at;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,2
"(inf_smile;m_gaze_at_object)","(inf_smile;m_gaze_at_object)",0.9583333333333334,1.0,0.7916666666666666,24
"(i_gaze_at_object;infant_voc;inf_smile)","(i_gaze_at_object;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_away)","(m_gaze_away)",999.0,999.0,999.0,5
"(mo_smile;inf_smile;mother-speech;i_gaze_away)","(mo_smile;inf_smile;mother-speech;i_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_away)","(i_gaze_away)",999.0,999.0,999.0,11
"(infant_voc)","(infant_voc)",999.0,999.0,999.0,35
"(mo_smile;mother-speech;inf_smile;i_gaze_at_object;m_gaze_at_object)","(mo_smile;mother-speech;inf_smile;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_away)","(i_gaze_away)",999.0,999.0,999.0,11
"(m_gaze_away;i_gaze_away;mo_smile)","(m_gaze_away;i_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;inf_smile;m_gaze_at_object)","(mother-speech;i_gaze_away;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(infant_voc;mo_smile;i_gaze_away)","(infant_voc;mo_smile;i_gaze_away)",999.0,999.0,999.0,5
"(i_gaze_away;mo_smile;m_gaze_away)","(i_gaze_away;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;i_gaze_at_object)","(inf_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at;mo_smile)","(i_gaze_at;m_gaze_at;mo_smile)",999.0,999.0,999.0,9
"(i_gaze_at_object;infant_voc;m_gaze_at)","(i_gaze_at_object;infant_voc;m_gaze_at)",999.0,999.0,999.0,3
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_at_object;infant_voc)","(m_gaze_at_object;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;mo_smile;m_gaze_at)","(i_gaze_at;inf_smile;mo_smile;m_gaze_at)",999.0,999.0,999.0,2
"(mother-speech;infant_voc;inf_smile)","(mother-speech;infant_voc;inf_smile)",999.0,999.0,999.0,3
"(m_gaze_at;mo_smile;mother-speech;inf_smile)","(m_gaze_at;mo_smile;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_away;mother-speech;mo_smile)","(m_gaze_at;i_gaze_away;mother-speech;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;mother-speech;i_gaze_at)","(mo_smile;inf_smile;mother-speech;i_gaze_at)",999.0,999.0,999.0,2
"(i_gaze_at;mo_smile;inf_smile)","(i_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,16
"(m_gaze_at_object)","(m_gaze_at_object)",999.0,999.0,999.0,32
"(m_gaze_at_object;mo_smile;infant_voc;i_gaze_at)","(m_gaze_at_object;mo_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,2
"(mother-speech;i_gaze_at;m_gaze_at;infant_voc)","(mother-speech;i_gaze_at;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;i_gaze_at;mo_smile)","(m_gaze_at;infant_voc;i_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech;inf_smile;mo_smile)","(i_gaze_away;mother-speech;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;m_gaze_at)","(mo_smile;inf_smile;m_gaze_at)",999.0,999.0,999.0,10
"(i_gaze_at_object;mother-speech)","(i_gaze_at_object;mother-speech)",999.0,999.0,999.0,20
"(infant_voc;m_gaze_at;mother-speech)","(infant_voc;m_gaze_at;mother-speech)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;mo_smile)","(inf_smile;m_gaze_at;mo_smile)",999.0,999.0,999.0,5
"(infant_voc;inf_smile;m_gaze_at)","(infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,2
"(m_gaze_at;inf_smile;infant_voc;i_gaze_at)","(m_gaze_at;inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,4
"(inf_smile)","(inf_smile)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;m_gaze_at_object)","(infant_voc;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at;mother-speech)","(m_gaze_at;mother-speech)",999.0,999.0,999.0,27
"(mother-speech;mo_smile;infant_voc;i_gaze_at_object)","(mother-speech;mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,3
"(m_gaze_at;inf_smile;i_gaze_at;infant_voc)","(m_gaze_at;inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,5
"(inf_smile;i_gaze_at_object;infant_voc;m_gaze_at_object)","(inf_smile;i_gaze_at_object;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_away)","(mo_smile;m_gaze_away)",999.0,999.0,999.0,14
"(mother-speech;mo_smile;i_gaze_at_object;m_gaze_away)","(mother-speech;mo_smile;i_gaze_at_object;m_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;i_gaze_at_object)","(inf_smile;m_gaze_at;i_gaze_at_object)",999.0,999.0,999.0,13
"(mo_smile;i_gaze_at;infant_voc)","(mo_smile;i_gaze_at;infant_voc)",0.0,0.7647058823529411,0.058823529411764705,17
"(inf_smile;mo_smile;infant_voc;m_gaze_at_object)","(inf_smile;mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,3
"(mother-speech;i_gaze_at;inf_smile;m_gaze_at_object)","(mother-speech;i_gaze_at;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,4
"(inf_smile;mo_smile;infant_voc;mother-speech)","(inf_smile;mo_smile;infant_voc;mother-speech)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;mother-speech;i_gaze_at_object)","(inf_smile;mo_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;mo_smile)","(i_gaze_at_object;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(mo_smile;inf_smile;mother-speech;i_gaze_at_object)","(mo_smile;inf_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,3
"(mo_smile;inf_smile)","(mo_smile;inf_smile)",999.0,999.0,999.0,13
"(inf_smile;mother-speech;m_gaze_at_object)","(inf_smile;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,11
"(mother-speech;mo_smile;i_gaze_at_object)","(mother-speech;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,2
"(mother-speech;mo_smile;i_gaze_away;inf_smile)","(mother-speech;mo_smile;i_gaze_away;inf_smile)",999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at;mother-speech)","(i_gaze_at;m_gaze_at;mother-speech)",999.0,999.0,999.0,4
"(m_gaze_at_object;i_gaze_away;inf_smile)","(m_gaze_at_object;i_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;mother-speech;mo_smile;i_gaze_away)","(m_gaze_at;inf_smile;mother-speech;mo_smile;i_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;mo_smile;i_gaze_at_object)","(inf_smile;mother-speech;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,2
"(i_gaze_at_object;mother-speech;m_gaze_at_object;inf_smile)","(i_gaze_at_object;mother-speech;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,3
"(mother-speech;m_gaze_away)","(mother-speech;m_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;inf_smile;m_gaze_away)","(mother-speech;mo_smile;inf_smile;m_gaze_away)",999.0,999.0,999.0,3
"(m_gaze_at;i_gaze_at)","(m_gaze_at;i_gaze_at)",999.0,999.0,999.0,29
"(i_gaze_at;mo_smile;m_gaze_at_object;infant_voc)","(i_gaze_at;mo_smile;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object;infant_voc;mo_smile)","(inf_smile;m_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(i_gaze_at_object;mother-speech)","(i_gaze_at_object;mother-speech)",999.0,999.0,999.0,20
"(m_gaze_at;infant_voc;i_gaze_away)","(m_gaze_at;infant_voc;i_gaze_away)",999.0,999.0,999.0,2
"(infant_voc;mother-speech;mo_smile)","(infant_voc;mother-speech;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;infant_voc)","(mother-speech;i_gaze_away;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_at_object;infant_voc)","(inf_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,4
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,3
"(m_gaze_at_object;inf_smile)","(m_gaze_at_object;inf_smile)",999.0,999.0,999.0,3
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,4
"(mother-speech;mo_smile;m_gaze_at;inf_smile)","(mother-speech;mo_smile;m_gaze_at;inf_smile)",999.0,999.0,999.0,5
"(i_gaze_at;m_gaze_at_object;infant_voc)","(i_gaze_at;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at;inf_smile;infant_voc)","(m_gaze_at;i_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,9
"(m_gaze_at;mo_smile)","(m_gaze_at;mo_smile)",999.0,999.0,999.0,75
"(mo_smile;infant_voc)","(mo_smile;infant_voc)",999.0,999.0,999.0,13
"(m_gaze_at;infant_voc;inf_smile;mo_smile)","(m_gaze_at;infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,1
"(infant_voc;inf_smile)","(infant_voc;inf_smile)",0.2,0.5333333333333333,0.0,15
"(mo_smile;i_gaze_away;inf_smile)","(mo_smile;i_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_away)","(inf_smile;i_gaze_away)",999.0,999.0,999.0,22
"(inf_smile;i_gaze_at_object;mo_smile)","(inf_smile;i_gaze_at_object;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;mother-speech)","(mo_smile;infant_voc;mother-speech)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;infant_voc)","(inf_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;i_gaze_at;m_gaze_at_object)","(inf_smile;mother-speech;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_away;mo_smile)","(inf_smile;m_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;mo_smile;infant_voc)","(m_gaze_at;inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,3
"(mo_smile;i_gaze_away;mother-speech)","(mo_smile;i_gaze_away;mother-speech)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile;i_gaze_away)","(m_gaze_away;inf_smile;i_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at;infant_voc)","(m_gaze_at;i_gaze_at;infant_voc)",0.06666666666666667,0.7777777777777778,0.0,45
"(infant_voc;i_gaze_at_object)","(infant_voc;i_gaze_at_object)",999.0,999.0,999.0,4
"(inf_smile;mother-speech;mo_smile;i_gaze_away)","(inf_smile;mother-speech;mo_smile;i_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;mother-speech)","(mo_smile;mother-speech)",0.0,0.8,0.0,25
"(m_gaze_at_object;inf_smile;mother-speech;mo_smile)","(m_gaze_at_object;inf_smile;mother-speech;mo_smile)",999.0,999.0,999.0,4
"(inf_smile;m_gaze_away)","(inf_smile;m_gaze_away)",999.0,999.0,999.0,4
"(m_gaze_at_object;inf_smile;i_gaze_at_object)","(m_gaze_at_object;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,10
"(m_gaze_at;infant_voc)","(m_gaze_at;infant_voc)",999.0,999.0,999.0,3
"(m_gaze_at;mo_smile)","(m_gaze_at;mo_smile)",999.0,999.0,999.0,18
"(inf_smile;mo_smile;m_gaze_at_object;infant_voc)","(inf_smile;mo_smile;m_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_at_object;m_gaze_at)","(mo_smile;inf_smile;i_gaze_at_object;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;i_gaze_at_object)","(m_gaze_at;inf_smile;i_gaze_at_object)",0.18181818181818182,1.0,1.0,11
"(inf_smile;m_gaze_at)","(inf_smile;m_gaze_at)",999.0,999.0,999.0,20
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,3
"(mo_smile;m_gaze_away;i_gaze_away)","(mo_smile;m_gaze_away;i_gaze_away)",999.0,999.0,999.0,0
"(i_gaze_at)","(i_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at_object;mother-speech;i_gaze_away;inf_smile)","(m_gaze_at_object;mother-speech;i_gaze_away;inf_smile)",999.0,999.0,999.0,3
"(i_gaze_at;infant_voc)","(i_gaze_at;infant_voc)",999.0,999.0,999.0,65
"(m_gaze_at;mo_smile;infant_voc)","(m_gaze_at;mo_smile;infant_voc)",999.0,999.0,999.0,25
"(inf_smile;mo_smile;infant_voc;m_gaze_at)","(inf_smile;mo_smile;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;infant_voc)","(inf_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,2
"(m_gaze_at_object;mother-speech;i_gaze_at)","(m_gaze_at_object;mother-speech;i_gaze_at)",999.0,999.0,999.0,3
"(infant_voc;i_gaze_at_object;m_gaze_away)","(infant_voc;i_gaze_at_object;m_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at_object)","(i_gaze_at_object)",0.9761904761904762,0.9761904761904762,0.9761904761904762,42
"(inf_smile;i_gaze_at;m_gaze_at_object)","(inf_smile;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,6
"(i_gaze_at_object;m_gaze_at_object;mo_smile;inf_smile)","(i_gaze_at_object;m_gaze_at_object;mo_smile;inf_smile)",999.0,999.0,999.0,2
"(mo_smile;m_gaze_away)","(mo_smile;m_gaze_away)",999.0,999.0,999.0,15
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at_object;mo_smile)","(m_gaze_at;i_gaze_at_object;mo_smile)",999.0,999.0,999.0,2
"(m_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_away;mo_smile)","(inf_smile;i_gaze_away;mo_smile)",999.0,999.0,999.0,2
"(infant_voc;inf_smile;i_gaze_at)","(infant_voc;inf_smile;i_gaze_at)",999.0,999.0,999.0,4
"(mother-speech;infant_voc)","(mother-speech;infant_voc)",999.0,999.0,999.0,10
"(infant_voc;mo_smile;i_gaze_away)","(infant_voc;mo_smile;i_gaze_away)",999.0,999.0,999.0,2
"(i_gaze_at;mo_smile;m_gaze_at_object)","(i_gaze_at;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;i_gaze_at)","(mother-speech;inf_smile;i_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at;infant_voc)","(m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;inf_smile;infant_voc)","(mother-speech;inf_smile;infant_voc)",999.0,999.0,999.0,4
"(infant_voc;mo_smile)","(infant_voc;mo_smile)",999.0,999.0,999.0,2
"(inf_smile;m_gaze_at_object;i_gaze_at)","(inf_smile;m_gaze_at_object;i_gaze_at)",999.0,999.0,999.0,6
"(inf_smile;m_gaze_at_object;mo_smile)","(inf_smile;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,3
"(i_gaze_at;mother-speech;mo_smile)","(i_gaze_at;mother-speech;mo_smile)",999.0,999.0,999.0,17
"(infant_voc;inf_smile;m_gaze_at_object)","(infant_voc;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,5
"(i_gaze_at;inf_smile;mo_smile;mother-speech)","(i_gaze_at;inf_smile;mo_smile;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at;infant_voc)","(i_gaze_at_object;m_gaze_at;infant_voc)",999.0,999.0,999.0,2
"(m_gaze_away;mo_smile;inf_smile)","(m_gaze_away;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_away)","(mo_smile;m_gaze_away)",0.0,1.0,0.0,19
"(m_gaze_away;inf_smile;mo_smile)","(m_gaze_away;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(m_gaze_at_object;i_gaze_away;mo_smile;infant_voc)","(m_gaze_at_object;i_gaze_away;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(m_gaze_at_object;inf_smile;infant_voc;i_gaze_at)","(m_gaze_at_object;inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at_object;mo_smile;mother-speech;i_gaze_at_object)","(m_gaze_at_object;mo_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at;mo_smile;inf_smile)","(i_gaze_at;m_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,2
"(m_gaze_at;mother-speech;inf_smile)","(m_gaze_at;mother-speech;inf_smile)",999.0,999.0,999.0,9
"(mother-speech;i_gaze_at_object;m_gaze_at;mo_smile)","(mother-speech;i_gaze_at_object;m_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object;i_gaze_at_object)","(inf_smile;m_gaze_at_object;i_gaze_at_object)",999.0,999.0,999.0,2
"(infant_voc;mo_smile;mother-speech;m_gaze_at_object)","(infant_voc;mo_smile;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,1
"(mo_smile)","(mo_smile)",999.0,999.0,999.0,7
"(mother-speech;m_gaze_at_object)","(mother-speech;m_gaze_at_object)",0.6666666666666666,0.9607843137254902,0.9803921568627451,51
"(mo_smile;m_gaze_at_object;inf_smile)","(mo_smile;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,4
"(mother-speech;i_gaze_at;mo_smile;m_gaze_away)","(mother-speech;i_gaze_at;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;mo_smile;infant_voc)","(i_gaze_at;inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(infant_voc;mother-speech;i_gaze_at;inf_smile)","(infant_voc;mother-speech;i_gaze_at;inf_smile)",999.0,999.0,999.0,1
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,14
"(infant_voc;inf_smile;i_gaze_away)","(infant_voc;inf_smile;i_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at)","(i_gaze_away;m_gaze_at)",999.0,999.0,999.0,4
"(m_gaze_at;mo_smile;i_gaze_at;inf_smile;infant_voc)","(m_gaze_at;mo_smile;i_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech;mo_smile;i_gaze_at_object)","(m_gaze_at_object;mother-speech;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,12
"(m_gaze_at;i_gaze_at_object)","(m_gaze_at;i_gaze_at_object)",999.0,999.0,999.0,53
"(m_gaze_at_object;mother-speech;inf_smile;mo_smile)","(m_gaze_at_object;mother-speech;inf_smile;mo_smile)",999.0,999.0,999.0,4
"(infant_voc;mo_smile;inf_smile)","(infant_voc;mo_smile;inf_smile)",999.0,999.0,999.0,2
"(m_gaze_away)","(m_gaze_away)",999.0,999.0,999.0,2
"(infant_voc;mo_smile;inf_smile;i_gaze_at_object)","(infant_voc;mo_smile;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_at_object;m_gaze_at_object)","(mo_smile;inf_smile;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;i_gaze_away)","(mother-speech;mo_smile;i_gaze_away)",999.0,999.0,999.0,4
"(mother-speech;infant_voc;inf_smile;mo_smile)","(mother-speech;infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(mo_smile;infant_voc;inf_smile;i_gaze_at_object)","(mo_smile;infant_voc;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,3
"(inf_smile;infant_voc;i_gaze_at)","(inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object;inf_smile)","(infant_voc;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at)","(mo_smile;i_gaze_at)",0.0,0.0,0.0,37
"(infant_voc;i_gaze_at_object)","(infant_voc;i_gaze_at_object)",999.0,999.0,999.0,3
"(mother-speech;m_gaze_at_object;mo_smile)","(mother-speech;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,3
"(mother-speech;inf_smile;mo_smile;m_gaze_away)","(mother-speech;inf_smile;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at;inf_smile;infant_voc;m_gaze_at)","(mo_smile;i_gaze_at;inf_smile;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_away;infant_voc)","(i_gaze_away;infant_voc)",999.0,999.0,999.0,11
"(mo_smile;mother-speech;inf_smile;i_gaze_at)","(mo_smile;mother-speech;inf_smile;i_gaze_at)",999.0,999.0,999.0,3
"(mo_smile;inf_smile;i_gaze_at_object;m_gaze_away)","(mo_smile;inf_smile;i_gaze_at_object;m_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at;inf_smile;mo_smile)","(i_gaze_at;m_gaze_at;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(m_gaze_at;mother-speech;infant_voc;mo_smile)","(m_gaze_at;mother-speech;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(mo_smile)","(mo_smile)",0.0,0.87,0.0,100
"(mo_smile;i_gaze_away)","(mo_smile;i_gaze_away)",999.0,999.0,999.0,22
"(m_gaze_away;mo_smile)","(m_gaze_away;mo_smile)",999.0,999.0,999.0,6
"(i_gaze_at_object;mo_smile;mother-speech;m_gaze_at_object)","(i_gaze_at_object;mo_smile;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,2
"(mother-speech;m_gaze_at_object;i_gaze_at_object;mo_smile)","(mother-speech;m_gaze_at_object;i_gaze_at_object;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_away)","(mo_smile;i_gaze_away)",0.015625,1.0,0.234375,64
"(m_gaze_away;i_gaze_away;inf_smile)","(m_gaze_away;i_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at_object)","(mother-speech;m_gaze_at_object)",999.0,999.0,999.0,7
"(infant_voc;i_gaze_at;m_gaze_away)","(infant_voc;i_gaze_at;m_gaze_away)",999.0,999.0,999.0,1
